fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,total_sulfur_dioxide,density,ph,sulphates,alcohol,quality,color
7.0,0.16,0.25,14.3,0.044000000000000004,149.0,0.998,2.91,0.46,9.2,6,1
6.8,0.32,0.21,2.2,0.044000000000000004,68.0,0.9932,3.17,0.39,9.4,6,1
7.6,0.32,0.58,16.75,0.05,163.0,0.9999,3.15,0.54,9.2,5,1
6.8,0.21,0.27,18.15,0.042,146.0,1.0001,3.3,0.36,8.7,5,1
6.6,0.35,0.19,10.5,0.06,82.0,0.9958799999999999,3.13,0.38,9.9,4,1
5.9,0.22,0.45,22.6,0.12,122.0,0.99636,3.1,0.35,12.8,5,1
9.0,0.24,0.5,1.2,0.048,107.0,0.9918,3.21,0.34,12.4,6,1
11.3,0.34,0.45,2.0,0.08199999999999999,15.0,0.9988,2.94,0.66,9.2,6,0
7.4,0.19,0.3,12.8,0.053,229.0,0.9986,3.14,0.49,9.1,7,1
7.4,0.28,0.5,12.1,0.049,122.0,0.9973,3.01,0.44,9.0,5,1
6.1,0.27,0.43,7.5,0.049,243.0,0.9957,3.12,0.47,9.0,5,1
7.0,0.39,0.21,10.7,0.098,91.0,0.9965700000000001,3.03,0.47,9.3,5,1
5.8,0.17,0.34,1.8,0.045,170.0,0.99035,3.38,0.9,11.8,8,1
7.0,0.2,0.49,5.9,0.038,128.0,0.9938,3.21,0.48,10.8,6,1
7.0,0.25,0.29,15.2,0.047,171.0,0.9982,3.22,0.45,9.3,5,1
8.9,0.48,0.53,4.0,0.10099999999999999,10.0,0.9958600000000001,3.21,0.59,12.1,7,0
7.2,0.16,0.26,7.1,0.054000000000000006,224.0,0.9966,3.38,0.55,10.1,5,1
6.2,0.36,0.22,5.25,0.038,145.0,0.9918399999999999,3.22,0.4,11.2,6,1
7.2,0.23,0.38,14.3,0.057999999999999996,194.0,0.9979,3.09,0.44,9.0,6,1
6.4,0.31,0.09,1.4,0.066,28.0,0.99459,3.42,0.7,10.0,7,0
11.3,0.37,0.5,1.8,0.09,47.0,0.99734,3.15,0.57,10.5,5,0
6.9,0.28,0.33,1.2,0.039,98.0,0.9904,3.07,0.39,11.7,6,1
5.8,0.3,0.38,4.9,0.039,86.0,0.9896299999999999,3.23,0.58,13.1,7,1
5.8,0.19,0.25,10.8,0.042,124.0,0.99646,3.22,0.41,9.2,6,1
6.9,0.43,0.28,9.4,0.055999999999999994,183.0,0.9959399999999999,3.17,0.43,9.4,5,1
8.3,0.26,0.42,2.0,0.08,27.0,0.9974,3.21,0.8,9.4,6,0
7.1,0.65,0.18,1.8,0.07,40.0,0.997,3.44,0.6,9.1,5,0
7.1,0.37,0.3,6.2,0.04,139.0,0.99021,3.17,0.27,13.6,6,1
6.4,0.44,0.26,2.0,0.054000000000000006,180.0,0.9952,3.58,0.57,10.0,5,1
6.7,0.16,0.32,12.5,0.035,156.0,0.99666,2.88,0.36,9.0,6,1
7.4,0.18,0.3,10.4,0.045,174.0,0.9966,3.11,0.57,9.7,6,1
7.0,0.36,0.35,2.5,0.048,161.0,0.99146,3.05,0.56,11.1,6,1
6.2,0.31,0.23,3.3,0.052000000000000005,113.0,0.99429,3.16,0.48,8.4,5,1
6.0,0.37,0.32,1.0,0.053,218.5,0.9924,3.29,0.72,9.8,6,1
6.9,0.19,0.35,13.5,0.038,118.0,0.99546,3.0,0.63,10.7,6,1
6.8,0.2,0.27,1.2,0.034,68.0,0.9902,3.14,0.37,11.7,4,1
6.2,0.21,0.52,6.5,0.047,123.0,0.99418,3.22,0.49,9.9,6,1
7.6,0.2,0.39,2.6,0.044000000000000004,180.0,0.9941,3.46,0.44,10.8,7,1
6.1,0.4,0.31,0.9,0.048,170.0,0.993,3.22,0.77,9.5,6,1
7.1,0.2,0.37,1.5,0.049,129.0,0.99226,3.15,0.52,10.8,5,1
6.8,0.31,0.3,8.0,0.027999999999999997,122.0,0.99164,3.13,0.63,12.6,7,1
6.3,0.41,0.22,7.3,0.035,117.0,0.99172,3.2,0.39,11.94,7,1
7.3,0.22,0.31,2.3,0.018000000000000002,80.0,0.98936,3.06,0.34,12.9,7,1
7.9,0.33,0.28,31.6,0.053,176.0,1.0103,3.15,0.38,8.8,6,1
6.1,0.36,0.58,15.0,0.044000000000000004,115.0,0.9978,3.15,0.51,9.0,5,1
9.2,0.15,0.68,1.6,0.046,130.0,0.9948,3.02,0.45,10.4,6,1
7.1,0.44,0.37,2.7,0.040999999999999995,128.0,0.9896,3.07,0.43,13.5,7,1
7.5,0.22,0.29,4.8,0.05,87.0,0.9940000000000001,3.14,0.42,9.9,5,1
7.0,0.16,0.32,8.3,0.045,126.0,0.9958,3.21,0.34,9.2,5,1
8.7,0.42,0.45,2.4,0.07200000000000001,59.0,0.9961700000000001,3.33,0.77,12.0,6,0
6.8,0.18,0.28,8.5,0.047,242.0,0.9952,3.22,0.53,10.5,6,1
4.8,0.65,0.12,1.1,0.013000000000000001,10.0,0.99246,3.32,0.36,13.5,4,1
7.5,0.28,0.78,12.1,0.040999999999999995,161.0,0.9983799999999999,2.98,0.44,8.7,5,1
5.9,0.32,0.28,4.7,0.039,94.0,0.98964,3.22,0.57,13.1,7,1
6.5,0.22,0.32,2.2,0.027999999999999997,92.0,0.9907600000000001,3.27,0.59,11.9,7,1
7.7,0.64,0.21,2.2,0.077,133.0,0.9956,3.27,0.45,9.9,5,0
5.9,0.19,0.21,1.7,0.045,135.0,0.99341,3.32,0.44,9.5,5,0
5.6,0.175,0.29,0.8,0.043,67.0,0.9911200000000001,3.28,0.48,9.9,6,1
6.9,0.4,0.56,11.2,0.043,142.0,0.9975,3.14,0.46,8.7,5,1
7.3,0.19,0.25,1.4,0.051,107.0,0.99382,3.53,0.66,10.5,7,1
6.6,0.19,0.28,1.1,0.044000000000000004,100.0,0.9904,3.22,0.69,11.2,6,1
7.7,0.27,0.61,12.0,0.046,179.0,0.9982,3.07,0.46,8.9,5,1
6.0,0.5,0.04,2.2,0.092,26.0,0.9964700000000001,3.46,0.47,10.0,5,0
7.0,0.28,0.39,8.7,0.051,141.0,0.9961,3.38,0.53,10.5,6,1
5.0,0.27,0.4,1.2,0.076,124.0,0.9920399999999999,3.32,0.47,10.1,6,1
6.2,0.24,0.22,7.9,0.053,149.0,0.99545,3.23,0.52,9.3,5,1
5.6,0.16,0.27,1.4,0.044000000000000004,168.0,0.9918,3.28,0.37,10.1,6,1
7.8,0.26,0.74,7.5,0.044000000000000004,160.0,0.996,3.22,0.64,10.0,6,1
6.2,0.3,0.32,1.2,0.052000000000000005,185.0,0.99266,3.28,0.44,10.1,5,1
8.1,0.2,0.3,1.3,0.036000000000000004,49.0,0.9924200000000001,2.99,0.73,10.3,5,1
8.9,0.62,0.19,3.9,0.17,148.0,0.9986,3.17,0.93,9.2,5,0
5.7,0.36,0.21,6.7,0.038,166.0,0.9941,3.29,0.63,10.0,6,1
6.0,0.21,0.3,8.7,0.036000000000000004,127.0,0.9936799999999999,3.18,0.39,10.6,5,1
6.3,0.41,0.22,7.3,0.035,117.0,0.99172,3.2,0.39,11.94,7,1
7.4,0.19,0.3,12.8,0.053,229.0,0.9986,3.14,0.49,9.1,7,1
7.1,0.31,0.17,1.0,0.042,144.0,0.9930399999999999,3.13,0.4,9.6,5,1
6.6,0.27,0.25,1.2,0.033,111.0,0.98918,3.16,0.37,12.4,6,1
8.8,0.55,0.04,2.2,0.11900000000000001,56.0,0.9962,3.21,0.6,10.9,6,0
8.4,0.36,0.36,11.1,0.032,132.0,0.99313,2.95,0.39,13.0,6,1
7.9,0.16,0.3,7.4,0.05,152.0,0.9961200000000001,3.12,0.37,9.5,6,1
8.8,0.2,0.43,15.0,0.053,184.0,1.0008,3.28,0.79,8.8,6,1
6.9,0.34,0.36,1.4,0.032,145.0,0.9921399999999999,3.07,0.52,9.8,5,1
6.4,0.25,0.28,4.9,0.03,98.0,0.99024,3.09,0.58,12.8,7,1
6.7,0.66,0.0,13.0,0.033,75.0,0.99551,3.15,0.5,10.7,6,1
6.8,0.23,0.29,12.2,0.035,236.0,0.9976,3.35,0.52,9.8,6,1
7.6,0.31,0.27,5.8,0.036000000000000004,109.0,0.9939899999999999,3.34,0.54,11.0,6,1
9.6,0.655,0.21,2.0,0.039,120.0,0.9918799999999999,3.0,1.0,12.6,6,1
10.0,0.26,0.54,1.9,0.083,74.0,0.99451,2.98,0.63,11.8,8,0
6.7,0.16,0.49,2.4,0.046,187.0,0.9952,3.62,0.81,10.4,6,1
7.0,0.36,0.3,5.0,0.04,143.0,0.9917299999999999,3.33,0.42,12.2,7,1
6.4,0.16,0.22,1.4,0.04,149.0,0.9933,3.49,0.58,10.0,6,1
6.8,0.27,0.3,13.0,0.047,160.0,0.99705,3.16,0.5,9.6,6,1
7.9,0.34,0.44,6.5,0.027000000000000003,126.0,0.99124,2.96,0.37,12.5,6,1
6.9,0.41,0.31,2.0,0.079,51.0,0.9966799999999999,3.47,0.55,9.5,6,0
6.5,0.23,0.39,1.9,0.036000000000000004,98.0,0.99,3.19,0.43,11.9,7,1
5.9,0.27,0.27,5.0,0.035,97.0,0.9905799999999999,3.1,0.33,11.8,7,1
8.9,0.3,0.35,4.6,0.032,148.0,0.9945799999999999,3.15,0.45,11.5,7,1
6.2,0.2,0.29,11.8,0.035,93.0,0.99364,3.18,0.34,11.9,6,1
7.9,0.53,0.24,2.0,0.07200000000000001,105.0,0.996,3.27,0.54,9.4,6,0
6.5,0.21,0.4,7.3,0.040999999999999995,115.0,0.9926799999999999,3.21,0.43,11.0,6,1
6.7,0.38,0.26,9.55,0.036000000000000004,91.0,0.9919,2.98,0.37,12.4,6,1
7.8,0.63,0.48,1.7,0.1,96.0,0.9961,3.19,0.62,9.5,5,0
9.4,0.3,0.32,10.7,0.028999999999999998,111.0,0.9958,2.85,0.42,10.6,5,1
7.1,0.15,0.34,1.0,0.033,73.0,0.98974,3.24,0.41,12.2,6,1
10.2,0.36,0.64,2.9,0.122,41.0,0.998,3.23,0.66,12.5,6,0
7.2,0.66,0.03,2.3,0.078,86.0,0.9974299999999999,3.53,0.57,9.7,5,0
7.0,0.61,0.26,1.7,0.051,161.0,0.9946,3.36,0.6,10.6,4,1
7.4,0.16,0.49,1.2,0.055,150.0,0.9917,3.23,0.47,11.2,6,1
8.9,0.3,0.35,4.6,0.032,148.0,0.9945799999999999,3.15,0.45,11.5,7,1
6.0,0.18,0.27,1.5,0.08900000000000001,143.0,0.9923,3.49,0.62,10.8,6,1
7.3,0.41,0.24,6.8,0.057,163.0,0.9949,3.2,0.41,9.9,6,1
8.8,0.46,0.45,2.6,0.065,18.0,0.9947,3.32,0.79,14.0,6,0
7.5,0.51,0.02,1.7,0.084,31.0,0.9953799999999999,3.36,0.54,10.5,6,0
6.0,0.29,0.41,10.8,0.048,149.0,0.9937,3.09,0.59,11.0,7,1
6.5,0.3,0.39,7.8,0.038,219.0,0.9959,3.19,0.5,9.4,5,1
7.5,0.14,0.74,1.6,0.035,126.0,0.9933,3.26,0.45,10.2,6,1
8.0,0.57,0.39,3.9,0.034,122.0,0.9917,3.29,0.67,12.8,7,1
6.7,0.21,0.42,9.1,0.049,150.0,0.9953,3.12,0.74,9.9,7,1
6.7,0.26,0.3,1.8,0.043,121.0,0.9944,3.44,0.61,10.2,6,1
11.9,0.38,0.51,2.0,0.121,20.0,0.9996,3.24,0.76,10.4,6,0
6.4,0.3,0.27,5.0,0.057999999999999996,151.0,0.99198,3.22,0.49,12.2,6,1
6.3,0.26,0.42,7.1,0.045,209.0,0.99544,3.2,0.53,9.5,6,1
6.8,0.48,0.08,1.8,0.07400000000000001,64.0,0.99529,3.12,0.49,9.6,5,0
7.0,0.32,0.29,7.6,0.025,124.0,0.9916200000000001,3.15,0.65,12.8,7,1
10.4,0.33,0.63,2.8,0.084,22.0,0.9998,3.26,0.74,11.2,7,0
7.0,0.17,0.37,5.7,0.025,111.0,0.9938,3.2,0.49,10.8,6,1
7.4,0.39,0.23,7.0,0.033,126.0,0.9940000000000001,3.14,0.42,10.5,5,1
8.5,0.46,0.59,1.4,0.414,45.0,0.99702,3.03,1.34,9.2,5,0
11.9,0.695,0.53,3.4,0.128,21.0,0.9992,3.17,0.84,12.2,7,0
7.4,0.26,0.43,6.0,0.022000000000000002,125.0,0.9928,3.13,0.55,11.5,6,1
7.5,0.42,0.45,9.1,0.028999999999999998,125.0,0.996,3.12,0.36,10.1,6,1
7.7,0.44,0.24,11.2,0.031,167.0,0.9948,3.12,0.43,11.3,7,1
7.5,0.32,0.49,1.7,0.031,109.0,0.9906,3.07,0.46,12.5,6,1
10.4,0.44,0.73,6.55,0.07400000000000001,76.0,0.9990000000000001,3.17,0.85,12.0,7,0
7.4,0.16,0.33,1.2,0.042,121.0,0.99198,3.04,0.68,10.5,7,1
6.8,0.28,0.29,11.9,0.052000000000000005,149.0,0.99544,3.02,0.58,10.4,6,1
8.8,0.2,0.28,1.1,0.018000000000000002,72.0,0.9926,2.97,0.35,10.4,5,1
9.3,0.32,0.57,2.0,0.07400000000000001,65.0,0.9969,3.28,0.79,10.7,5,0
10.3,0.32,0.45,6.4,0.073,13.0,0.9976,3.23,0.82,12.6,8,0
6.0,0.17,0.3,7.3,0.039,104.0,0.9925200000000001,2.91,0.57,11.0,6,1
5.7,0.28,0.36,1.8,0.040999999999999995,90.0,0.9900200000000001,3.27,0.98,11.9,7,1
7.6,0.19,0.42,1.5,0.044000000000000004,114.0,0.9914,3.04,0.74,12.8,6,1
6.8,0.2,0.28,12.6,0.048,136.0,0.99556,3.19,0.37,10.7,6,1
6.1,0.15,0.4,1.2,0.03,84.0,0.98926,3.19,0.96,13.0,6,1
7.2,0.2,0.36,2.5,0.027999999999999997,157.0,0.9938,3.48,0.49,10.6,6,1
5.9,0.25,0.25,11.3,0.052000000000000005,165.0,0.997,3.24,0.44,9.5,6,1
7.4,0.25,0.36,13.2,0.067,178.0,0.9976,3.01,0.48,9.0,6,1
6.6,0.38,0.36,9.2,0.061,214.0,0.9976,3.31,0.56,9.4,5,1
8.7,0.45,0.4,1.5,0.067,100.0,0.9957,3.27,0.57,10.1,6,1
6.3,0.28,0.3,6.6,0.20800000000000002,154.0,0.9947799999999999,3.1,0.4,9.4,6,1
5.0,0.31,0.0,6.4,0.046,166.0,0.9940000000000001,3.3,0.63,9.9,6,1
7.4,0.19,0.3,12.8,0.053,212.0,0.9986,3.14,0.49,9.1,7,1
7.3,0.26,0.33,17.85,0.049,195.0,1.0,3.06,0.44,9.1,7,1
5.0,0.38,0.01,1.6,0.048,60.0,0.9908399999999999,3.7,0.75,14.0,6,0
5.6,0.35,0.37,1.0,0.038,72.0,0.9902,3.37,0.34,11.4,5,1
7.0,0.16,0.26,7.3,0.047,220.0,0.9962200000000001,3.38,0.58,10.1,6,1
7.5,0.61,0.26,1.9,0.073,88.0,0.9961200000000001,3.3,0.53,9.8,5,0
6.8,0.26,0.34,13.9,0.034,134.0,0.9949,3.33,0.53,12.0,6,1
6.8,0.25,0.34,14.0,0.032,133.0,0.9952,3.37,0.5,12.2,7,1
6.7,0.29,0.49,4.7,0.034,156.0,0.9945,3.13,0.45,9.9,6,1
7.4,0.24,0.42,14.0,0.066,198.0,0.9979,2.89,0.42,8.9,6,1
6.4,0.4,0.23,1.6,0.066,12.0,0.9958,3.34,0.56,9.2,5,0
8.9,0.12,0.45,1.8,0.075,21.0,0.9955200000000001,3.41,0.76,11.9,7,0
7.4,0.33,0.26,15.6,0.049,210.0,0.9990700000000001,3.06,0.68,9.5,5,1
9.4,0.685,0.11,2.7,0.077,31.0,0.9984,3.19,0.7,10.1,6,0
6.8,0.23,0.32,1.6,0.026000000000000002,147.0,0.9904,3.29,0.54,12.5,6,1
6.9,0.24,0.36,20.8,0.031,139.0,0.9975,3.2,0.33,11.0,6,1
6.2,0.3,0.17,2.8,0.04,125.0,0.9939,3.01,0.46,9.0,5,1
7.2,0.57,0.05,2.3,0.081,36.0,0.99564,3.38,0.6,10.3,6,0
7.6,0.27,0.52,3.2,0.043,152.0,0.99129,3.02,0.53,11.4,6,1
6.8,0.24,0.31,18.3,0.046,142.0,1.0,3.3,0.41,8.7,5,1
7.6,0.685,0.23,2.3,0.111,84.0,0.9964,3.21,0.61,9.3,5,0
7.3,0.28,0.35,1.6,0.054000000000000006,148.0,0.9917799999999999,3.18,0.47,10.7,5,1
10.0,0.58,0.22,1.9,0.08,32.0,0.9974,3.13,0.55,9.5,5,0
7.1,0.18,0.32,12.2,0.048,125.0,0.9967,2.92,0.54,9.4,6,1
7.4,0.19,0.31,14.5,0.045,193.0,0.9986,3.1,0.5,9.2,6,1
5.8,0.22,0.29,0.9,0.034,89.0,0.98936,3.14,0.36,11.1,7,1
10.2,0.29,0.65,2.4,0.075,17.0,0.99565,3.22,0.63,11.8,6,0
6.5,0.4,0.1,2.0,0.076,47.0,0.99554,3.36,0.48,9.4,6,0
5.6,0.19,0.31,2.7,0.027000000000000003,100.0,0.98964,3.46,0.4,13.2,7,1
6.8,0.31,0.19,3.5,0.086,130.0,0.993,2.83,0.44,9.6,5,1
5.8,1.01,0.66,2.0,0.039,88.0,0.9935700000000001,3.66,0.6,11.5,6,0
8.2,0.2,0.49,3.5,0.057,108.0,0.9928,3.19,0.35,11.5,6,1
6.9,0.37,0.23,9.5,0.057,166.0,0.9956799999999999,3.23,0.42,10.0,5,1
7.3,0.34,0.39,5.2,0.04,163.0,0.9925,3.3,0.47,12.4,6,1
8.4,0.715,0.2,2.4,0.076,38.0,0.99735,3.31,0.64,9.4,5,0
6.6,0.35,0.26,2.7,0.045,129.0,0.9895200000000001,3.24,0.48,13.0,7,1
7.6,0.36,0.48,13.5,0.038,116.0,0.9982,3.04,0.48,9.2,5,1
7.2,0.17,0.34,6.4,0.042,111.0,0.9927799999999999,2.99,0.4,10.8,6,1
7.8,0.3,0.74,1.8,0.033,156.0,0.991,3.29,0.52,12.8,6,1
6.6,0.21,0.49,18.15,0.042,158.0,0.9997,3.28,0.39,8.7,6,1
13.2,0.46,0.52,2.2,0.071,35.0,1.0006,3.1,0.56,9.0,6,0
6.1,0.64,0.02,2.4,0.069,46.0,0.9935799999999999,3.47,0.45,11.0,5,0
7.4,0.2,0.37,16.95,0.048,190.0,0.9995,3.03,0.42,9.2,6,1
8.5,0.17,0.49,8.8,0.048,108.0,0.9947,2.88,0.34,10.5,4,1
8.0,0.32,0.26,1.2,0.05,88.0,0.9946,3.24,0.37,9.5,4,1
8.6,0.18,0.28,0.8,0.032,78.0,0.9910399999999999,2.99,0.38,11.1,5,1
11.6,0.58,0.66,2.2,0.07400000000000001,47.0,1.0008,3.25,0.57,9.0,3,0
7.6,0.3,0.4,2.2,0.054000000000000006,175.0,0.99445,3.19,0.53,9.8,5,1
7.2,0.3,0.26,1.5,0.040999999999999995,178.0,0.99154,3.19,0.56,11.3,6,1
6.4,0.26,0.21,7.1,0.04,162.0,0.9956,3.39,0.58,9.9,6,1
7.2,1.0,0.0,3.0,0.102,16.0,0.9958600000000001,3.43,0.46,10.0,5,0
6.0,0.23,0.15,9.7,0.048,207.0,0.99571,3.05,0.3,9.1,5,1
9.5,0.56,0.33,2.4,0.08900000000000001,67.0,0.9972,3.28,0.73,11.8,7,0
8.0,0.18,0.37,0.9,0.049,109.0,0.9900700000000001,2.89,0.44,12.7,6,0
6.8,0.27,0.42,7.3,0.054000000000000006,200.0,0.99556,3.12,0.49,9.4,6,1
6.8,0.29,0.16,1.4,0.038,234.5,0.9922,3.15,0.47,10.0,4,1
6.9,0.26,0.33,12.6,0.051,173.0,0.998,3.39,0.38,9.9,5,1
6.9,0.22,0.49,7.0,0.063,168.0,0.9957,3.54,0.5,10.3,6,1
6.1,0.19,0.37,2.6,0.040999999999999995,99.0,0.9915299999999999,3.18,0.5,10.9,6,1
9.5,0.46,0.24,2.7,0.092,44.0,0.998,3.12,0.74,10.0,6,0
9.2,0.755,0.18,2.2,0.14800000000000002,103.0,0.9969,2.87,1.36,10.2,6,0
6.9,0.765,0.18,2.4,0.243,48.0,0.9961200000000001,3.4,0.6,10.3,6,0
6.7,0.35,0.48,8.8,0.055999999999999994,167.0,0.9962799999999999,3.04,0.47,9.4,5,1
7.0,0.48,0.12,4.5,0.05,86.0,0.99398,2.86,0.35,9.0,5,1
6.8,0.19,0.4,9.85,0.055,103.0,0.9953200000000001,2.98,0.56,10.5,6,1
5.6,0.27,0.37,0.9,0.025,49.0,0.98845,3.29,0.33,13.1,6,1
7.2,0.38,0.3,1.8,0.073,70.0,0.99685,3.42,0.59,9.5,6,0
7.4,0.25,0.29,6.8,0.02,113.0,0.9933799999999999,3.13,0.29,10.8,6,1
7.5,0.19,0.49,1.6,0.047,140.0,0.9932,3.4,0.47,10.7,6,1
7.6,0.17,0.27,4.6,0.05,98.0,0.9942200000000001,3.08,0.47,9.5,6,1
5.9,0.25,0.24,7.4,0.044000000000000004,113.0,0.9946200000000001,3.38,0.58,10.5,6,1
7.8,0.17,0.23,1.7,0.028999999999999998,128.0,0.99272,3.37,0.41,10.7,7,1
7.2,0.2,0.28,1.6,0.027999999999999997,168.0,0.99203,3.17,1.06,11.5,6,1
6.4,0.105,0.29,1.1,0.035,140.0,0.9914200000000001,3.17,0.55,10.7,7,1
5.8,0.27,0.2,14.95,0.044000000000000004,179.0,0.9962,3.37,0.37,10.2,5,1
7.9,0.28,0.49,7.7,0.045,195.0,0.9954,3.04,0.55,11.0,6,1
6.0,0.26,0.29,3.1,0.040999999999999995,144.0,0.98944,3.22,0.39,12.8,7,1
5.5,0.18,0.22,5.5,0.037000000000000005,86.0,0.99156,3.46,0.44,12.2,5,1
6.4,0.22,0.32,7.2,0.027999999999999997,83.0,0.993,3.13,0.55,10.9,8,1
7.6,0.74,0.0,1.9,0.1,12.0,0.99521,3.36,0.59,11.0,5,0
7.8,0.6,0.26,2.0,0.08,131.0,0.9962200000000001,3.21,0.52,9.9,5,0
6.0,0.2,0.26,1.1,0.033,67.0,0.98954,3.14,0.38,11.5,6,1
6.4,0.14,0.31,1.2,0.034,138.0,0.9908399999999999,3.38,0.35,11.5,7,1
11.2,0.5,0.74,5.15,0.1,17.0,0.9996,3.22,0.62,11.2,5,0
6.8,0.37,0.51,11.8,0.044000000000000004,163.0,0.9976,3.19,0.44,8.8,5,1
8.0,0.62,0.33,2.7,0.08800000000000001,37.0,0.9972,3.31,0.58,10.7,6,0
7.0,0.2,0.3,6.1,0.037000000000000005,120.0,0.9939,3.24,0.51,10.8,5,1
7.7,0.17,0.52,5.9,0.017,84.0,0.9929,3.14,0.4,11.9,7,1
7.9,0.31,0.22,13.3,0.048,212.0,0.9994200000000001,3.47,0.59,10.0,5,1
6.4,0.26,0.21,8.2,0.05,182.0,0.9954200000000001,3.23,0.48,9.5,5,1
6.0,0.33,0.27,0.8,0.185,188.0,0.9924,3.12,0.62,9.4,5,1
5.9,0.4,0.32,6.0,0.034,127.0,0.992,3.51,0.58,12.5,7,1
7.0,0.15,0.28,14.7,0.051,149.0,0.99792,2.96,0.39,9.0,7,1
6.0,0.27,0.27,1.6,0.046,113.0,0.9924,3.41,0.51,10.5,7,1
5.9,0.26,0.29,5.4,0.046,116.0,0.99224,3.24,0.41,11.4,6,1
6.5,0.26,0.34,1.4,0.04,184.0,0.99216,3.29,0.46,10.7,5,1
7.1,0.47,0.29,14.8,0.024,142.0,0.99518,3.12,0.48,12.0,8,1
7.7,0.915,0.12,2.2,0.14300000000000002,23.0,0.9964,3.35,0.65,10.2,7,0
7.1,0.12,0.32,9.6,0.054000000000000006,162.0,0.9962,3.4,0.41,9.4,5,1
7.1,0.25,0.39,2.1,0.036000000000000004,124.0,0.9908,3.28,0.43,12.2,8,1
5.9,0.18,0.28,5.1,0.039,139.0,0.99165,3.16,0.44,11.3,6,1
6.8,0.21,0.27,18.15,0.042,146.0,1.0001,3.3,0.36,8.7,5,1
5.9,0.44,0.0,1.6,0.042,11.0,0.9944,3.48,0.85,11.7,6,0
6.0,0.29,0.27,2.3,0.044000000000000004,117.0,0.9895,3.31,0.41,12.7,7,1
11.1,0.45,0.73,3.2,0.066,22.0,0.9986,3.17,0.66,11.2,6,0
6.7,0.33,0.34,7.5,0.036000000000000004,124.0,0.9912299999999999,2.99,0.32,12.4,8,1
7.8,0.7,0.06,1.9,0.079,35.0,0.9962799999999999,3.4,0.69,10.9,5,0
6.4,0.22,0.34,1.8,0.057,104.0,0.9959,3.81,0.57,10.3,6,1
6.7,0.25,0.36,8.6,0.037000000000000005,206.0,0.9955299999999999,3.18,0.5,9.6,5,1
6.5,0.44,0.49,7.7,0.045,169.0,0.9957,3.11,0.37,8.7,6,1
5.8,0.32,0.31,2.7,0.049,153.0,0.99067,3.44,0.73,12.2,7,1
8.2,0.61,0.45,5.4,0.03,118.0,0.9954,3.14,0.34,9.6,5,1
6.7,0.15,0.32,7.9,0.034,81.0,0.9951200000000001,3.29,0.31,10.0,6,1
6.6,0.725,0.09,5.5,0.11699999999999999,17.0,0.99655,3.35,0.49,10.8,6,0
6.4,0.14,0.31,1.2,0.034,138.0,0.9908399999999999,3.38,0.35,11.5,7,1
6.6,0.32,0.22,16.7,0.046,133.0,0.9979,3.22,0.67,10.4,6,1
7.4,0.19,0.31,14.5,0.045,193.0,0.9986,3.1,0.5,9.2,6,1
6.0,0.24,0.41,1.3,0.036000000000000004,118.0,0.99018,3.04,0.64,11.75,6,1
6.5,0.18,0.48,18.0,0.054000000000000006,183.0,1.0003799999999998,2.98,0.61,8.5,6,1
6.7,0.13,0.28,1.2,0.046,140.0,0.9927,3.33,0.33,10.1,7,1
5.7,0.25,0.21,1.5,0.044000000000000004,108.0,0.9914200000000001,3.3,0.59,11.0,6,1
7.4,0.18,0.29,1.4,0.042,101.0,0.99384,3.54,0.6,10.5,7,1
6.8,0.26,0.24,7.8,0.052000000000000005,214.0,0.9961,3.13,0.47,8.9,5,1
7.5,0.3,0.71,1.3,0.16,149.0,0.9948,3.08,0.42,8.9,5,1
6.8,0.67,0.3,13.0,0.29,193.0,0.9984,3.08,0.67,9.0,4,1
6.6,0.23,0.24,3.9,0.045,138.0,0.9922,3.15,0.64,11.3,7,1
7.2,0.36,0.46,2.1,0.07400000000000001,44.0,0.99534,3.4,0.85,11.0,7,0
6.3,0.38,0.17,8.8,0.08,212.0,0.99803,3.47,0.66,9.4,4,1
6.0,0.16,0.27,12.0,0.03,98.0,0.9940200000000001,3.15,0.34,10.8,5,1
6.5,0.22,0.45,8.0,0.053,196.0,0.9959,3.23,0.48,9.1,6,1
7.1,0.28,0.35,3.5,0.027999999999999997,91.0,0.9902200000000001,2.96,0.33,12.1,5,1
5.6,0.32,0.33,7.4,0.037000000000000005,95.0,0.9926799999999999,3.25,0.49,11.1,6,1
5.4,0.22,0.29,1.2,0.045,152.0,0.9917799999999999,3.76,0.63,11.0,7,1
7.4,0.33,0.26,15.6,0.049,210.0,0.9990700000000001,3.06,0.68,9.5,5,1
9.4,0.23,0.56,16.45,0.063,282.0,1.00098,3.1,0.51,9.3,5,1
6.4,0.3,0.27,4.4,0.055,135.0,0.9925,3.23,0.44,12.2,6,1
12.4,0.42,0.49,4.6,0.073,43.0,0.9978,3.02,0.61,9.5,5,0
6.4,0.68,0.26,3.4,0.069,146.0,0.9934700000000001,3.18,0.4,9.3,5,1
7.1,0.59,0.01,2.3,0.08,43.0,0.9955,3.42,0.58,10.7,6,0
6.6,0.22,0.34,11.6,0.05,140.0,0.99526,3.22,0.4,10.8,5,1
6.9,0.26,0.27,4.2,0.031,80.0,0.9908899999999999,3.12,0.39,11.5,6,1
6.6,0.25,0.31,12.4,0.059000000000000004,181.0,0.9984,3.51,0.47,9.8,6,1
6.7,0.19,0.34,1.0,0.022000000000000002,94.0,0.9912,3.23,0.57,11.1,6,1
